Price,Close,High,Low,Open,Volume,Asset Class
Ticker,SHW,SHW,SHW,SHW,SHW,Equity
Date,,,,,,Equity
2010-01-04,17.367294311523438,17.49965336800476,17.226484953206324,17.49965336800476,4014000,Equity
2010-01-05,16.95614242553711,17.42081097962859,16.770275970754792,17.34477433643951,9244500,Equity
2010-01-06,16.73366355895996,17.184249813873958,16.59285414573167,17.00683046886185,7475100,Equity
2010-01-07,16.882919311523438,17.029360643637975,16.733662822579294,16.733662822579294,4020000,Equity
2010-01-08,17.026533126831055,17.029349893305973,16.835033292098476,16.880091887162322,2595900,Equity
2010-01-11,16.792797088623047,17.451780470739497,16.485833896931926,17.451780470739497,4610400,Equity
2010-01-12,16.73366355895996,16.99274984982373,16.685788165091516,16.73366355895996,4145100,Equity
2010-01-13,16.947690963745117,16.99838312521117,16.787170620039884,16.787170620039884,1980000,Equity
2010-01-14,17.046249389648438,17.096941528759626,16.93360287732828,16.970212792404478,3220200,Equity
2010-01-15,16.668886184692383,16.973032628665884,16.663254260913682,16.973032628665884,5014800,Equity
2010-01-19,16.719579696655273,16.73366031296203,16.41824838428233,16.581587078571857,3502800,Equity
2010-01-20,16.556249618530273,16.62665434812717,16.45768364166425,16.62665434812717,3044100,Equity
2010-01-21,16.505558013916016,16.76182921537822,16.437970057863037,16.530904101719877,4749600,Equity
2010-01-22,16.33376693725586,16.668891485722995,16.29434184684389,16.511186289804233,5613600,Equity
2010-01-25,16.59285545349121,16.72521618344388,16.406989011546084,16.480208880884515,6130800,Equity
2010-01-26,17.693979263305664,18.107955678851567,17.617942614386628,17.685530567712,18261300,Equity
2010-01-27,17.986858367919922,18.040364076818253,17.539087260562177,17.693975684655626,6816300,Equity
2010-01-28,17.905181884765625,18.045991251304578,17.778454744018983,18.045991251304578,4740900,Equity
2010-01-29,17.84041976928711,18.200888836206182,17.76438312405589,17.927720267147635,6184500,Equity
2010-02-01,18.19806480407715,18.234673112981458,17.882654524339667,17.958689521066926,3571500,Equity
2010-02-02,18.462779998779297,18.479677378217215,17.967135352367485,18.262833046839898,4436400,Equity
2010-02-03,18.093875885009766,18.39802085609891,18.009390544153508,18.39802085609891,4608900,Equity
2010-02-04,17.981220245361328,18.071337475253117,17.879839167444658,18.060073627228235,4576500,Equity
2010-02-05,17.995298385620117,18.093865905106114,17.702417428761336,18.029093147892226,4128000,Equity
2010-02-08,17.798175811767578,18.05163019178345,17.77282972919653,18.0178370264457,3809400,Equity
2010-02-09,17.958694458007812,18.13892895311951,17.874210746991825,17.922084527616185,4817100,Equity
2010-02-10,17.73621368408203,17.924896825523575,17.629199076442394,17.910816210532534,5256300,Equity
2010-02-11,17.94742774963379,17.961508365894105,17.71368597458142,17.739032050703933,3158100,Equity
2010-02-12,18.009387969970703,18.03473244060826,17.643285415730624,17.786909991230043,3126300,Equity
2010-02-16,18.175535202026367,18.248756659401987,18.07415412477269,18.093868275822082,2244600,Equity
2010-02-17,18.316347122192383,18.423361749689736,18.257207883686846,18.279737194137688,2220300,Equity
2010-02-18,18.369850158691406,18.4008281547763,18.11076234312122,18.33042347172672,2142300,Equity
2010-02-19,18.409282684326172,18.485317703513445,18.2487607295452,18.29100258591852,2217300,Equity
2010-02-22,18.251571655273438,18.513476260627208,18.21214657636748,18.451520263170483,2799900,Equity
2010-02-23,18.060073852539062,18.313528161915926,18.0403597011148,18.155823007637824,2369400,Equity
2010-02-24,18.235668182373047,18.286644903715622,18.085569068101673,18.153538570065358,1938600,Equity
2010-02-25,18.221506118774414,18.238498897573983,17.938299080690403,18.071407020592915,2481000,Equity
2010-02-26,17.949621200561523,18.252651949743274,17.935461097209846,18.24132289474996,3271500,Equity
2010-03-01,18.051584243774414,18.119553742411064,17.853337847100008,18.011934964439533,2560800,Equity
2010-03-02,18.147871017456055,18.190351339516827,18.02609214959068,18.173358562484353,1980600,Equity
2010-03-03,18.128036499023438,18.241318921683224,18.082723529959523,18.20733500514509,2846100,Equity
2010-03-04,18.331954956054688,18.450901149711978,18.162030433241117,18.181854258677216,3195000,Equity
2010-03-05,18.4537353515625,18.501881019373393,18.343285527227692,18.439575242328853,2122500,Equity
2010-03-08,18.4820556640625,18.567017940417266,18.39992767829776,18.49904844343758,2864400,Equity
2010-03-09,18.550016403198242,18.68878962222995,18.382926219965448,18.382926219965448,2044500,Equity
2010-03-10,18.32345199584961,18.518863992633193,18.238489764915947,18.518863992633193,3800700,Equity
2010-03-11,18.479223251342773,18.484886970543123,18.09406279687032,18.484886970543123,3735600,Equity
