Price,Close,High,Low,Open,Volume,Asset Class
Ticker,WEC,WEC,WEC,WEC,WEC,Equity
Date,,,,,,Equity
2010-01-04,15.08779525756836,15.215221438853355,15.027116178735369,15.184881320758278,1541800,Equity
2010-01-05,14.890595436096191,15.169717685986692,14.857221872009802,15.08780107159945,1626000,Equity
2010-01-06,15.042285919189453,15.105998427352919,14.869350149756038,14.899690266041327,1934400,Equity
2010-01-07,15.011943817138672,15.051385384413708,14.90272172767361,15.051385384413708,1755800,Equity
2010-01-08,15.099928855895996,15.133302401709468,14.917891648919866,14.966435829999082,1292400,Equity
2010-01-11,15.324445724487305,15.35781928297096,15.157579089426449,15.157579089426449,1476200,Equity
2010-01-12,15.260726928710938,15.409390585234062,15.209150473959347,15.275896406146291,1646000,Equity
2010-01-13,15.363884925842285,15.406359936469682,15.21522238864639,15.278934904587489,1189400,Equity
2010-01-14,15.327474594116211,15.363881572800278,15.245558024059324,15.363881572800278,939000,Equity
2010-01-15,15.254654884338379,15.37297839743757,15.099924403521735,15.236451979157971,1651400,Equity
2010-01-19,15.385128021240234,15.391196047442817,15.172751733580489,15.218261351421027,1156000,Equity
2010-01-20,15.330514907836914,15.330514907836914,15.172749719584143,15.309277397625724,1406800,Equity
2010-01-21,15.22128963470459,15.439733874641732,15.136339611332263,15.294104767136059,2048200,Equity
2010-01-22,14.872389793395996,15.197021625130715,14.8602537427583,15.190953599811866,2242600,Equity
2010-01-25,14.96340274810791,15.024081823215568,14.805637615770838,14.948233268670268,1374800,Equity
2010-01-26,14.866313934326172,14.966434563292733,14.817770914712444,14.896652887575923,1560600,Equity
2010-01-27,14.85114574432373,14.948231791962193,14.626633535811669,14.866315222262806,1850000,Equity
2010-01-28,14.835977554321289,14.923960996948718,14.720687428733212,14.908791517692753,1961800,Equity
2010-01-29,14.84811019897461,14.945196240366428,14.73282124816989,14.84811019897461,2101600,Equity
2010-02-01,14.905753135681152,14.93912667337763,14.717647951820416,14.899685114522093,1657200,Equity
