Price,Close,High,Low,Open,Volume,Asset Class
Ticker,SNA,SNA,SNA,SNA,SNA,Equity
Date,,,,,,Equity
2010-01-04,30.639728546142578,30.782704957673616,30.3895191442012,30.553943790043245,268000,Equity
2010-01-05,30.625425338745117,30.746953494959268,30.339472565109364,30.475301359757836,392700,Equity
2010-01-06,30.7970027923584,30.86133931398133,30.46815622856794,30.625430553552583,658400,Equity
2010-01-07,31.31170654296875,31.31170654296875,30.6397211168731,30.6397211168731,405200,Equity
2010-01-08,31.96224021911621,32.0122815321793,31.090089672125927,31.15442889278519,384600,Equity
2010-01-11,32.098087310791016,32.14097833102999,31.840730281162802,32.05519356350345,521100,Equity
2010-01-12,31.426088333129883,31.89076089442106,31.26166644774701,31.783527925800733,462300,Equity
2010-01-13,31.626258850097656,31.669149859285465,31.297412326386414,31.45468663220275,244800,Equity
2010-01-14,31.526168823242188,31.747782337254993,31.404640679041524,31.497575730343346,267000,Equity
2010-01-15,31.025766372680664,31.604816928713163,30.861341714471866,31.411799167686183,407800,Equity
2010-01-19,31.461837768554688,31.461837768554688,30.982869931687663,30.982869931687663,310300,Equity
2010-01-20,31.090099334716797,31.29741224167516,30.725509395319904,31.082949015172925,277600,Equity
2010-01-21,31.018596649169922,31.275953502892627,30.68260267602675,31.01859664916992,686700,Equity
2010-01-22,30.889930725097656,31.290264073707586,30.78270047734259,31.040054708183444,558100,Equity
2010-01-25,30.789852142333984,31.23307655785287,30.596834398386683,31.175887630228587,409800,Equity
2010-01-26,30.503896713256836,30.925675585711655,30.4967491205584,30.78270191535921,404400,Equity
2010-01-27,30.167898178100586,30.482443996325262,29.56739963272816,30.339467632751386,432500,Equity
2010-01-28,29.495908737182617,30.167896797104024,29.238554566987325,30.125003071881213,340600,Equity
2010-01-29,29.22426414489746,29.896249649912782,29.15277458454612,29.553107941369987,335200,Equity
2010-02-01,29.80331802368164,29.810468344065722,29.360093606555694,29.388689433995616,209400,Equity
2010-02-02,30.732656478881836,30.818441215040487,29.774718289459518,29.774718289459518,413500,Equity
2010-02-03,30.689769744873047,31.082952829551687,30.446710664463815,30.696917338246163,497200,Equity
2010-02-04,28.88112449645996,30.782703304680126,28.745295685627614,30.546791829264833,1638000,Equity
2010-02-05,28.8167781829834,29.01694346305333,28.101899066108025,28.93115873260156,1197400,Equity
2010-02-08,28.68094825744629,29.038387801576643,28.445039576384854,28.759585393482535,540900,Equity
2010-02-09,29.31720733642578,29.42444035312803,28.838239376466575,28.93117447580526,475100,Equity
2010-02-10,29.31720733642578,29.753284271343208,29.252868071814213,29.381546601037353,372800,Equity
2010-02-11,29.617443084716797,29.63174099480901,28.966903174282326,29.3171924268753,450400,Equity
2010-02-12,29.746143341064453,29.774739182198715,29.224281512086947,29.33866214957449,302900,Equity
2010-02-16,30.203655242919922,30.26799449926489,29.84621553590312,30.117870476809482,279800,Equity
2010-02-17,30.36092185974121,30.468152108326787,29.924845091835444,30.20364755602494,215900,Equity
2010-02-18,30.432415008544922,30.43956532949676,30.18935591010238,30.246547569523408,388700,Equity
2010-02-19,30.668317794799805,30.761250124367866,30.296580295384622,30.41096085466255,325900,Equity
2010-02-22,30.646860122680664,30.825579861928706,30.41095148493759,30.825579861928706,191800,Equity
2010-02-23,30.351707458496094,30.819654712586598,30.078138167815517,30.646873385244646,266300,Equity
2010-02-24,30.43090057373047,30.639677222207713,30.092538608699503,30.524490579300647,484500,Equity
2010-02-25,30.32291030883789,30.38770296372655,29.660587833323632,29.977350398187053,264900,Equity
2010-02-26,30.394906997680664,30.445300985187345,30.10693900084276,30.322913625338014,357500,Equity
2010-03-01,30.819656372070312,30.942040978066714,30.351709092783196,30.59648105104218,315800,Equity
2010-03-02,30.970836639404297,31.301997874827,30.913241948235463,31.086023275475934,244900,Equity
2010-03-03,30.927637100219727,31.345190324861342,30.826849148414016,31.19400839715278,233500,Equity
2010-03-04,31.006826400756836,31.16520902686854,30.776453169830113,31.064421081621287,149500,Equity
2010-03-05,31.28038787841797,31.43876771895364,31.107606624975134,31.287585838606695,251600,Equity
2010-03-08,31.078819274902344,31.381185878988006,30.9132386747249,31.381185878988006,253900,Equity
2010-03-09,31.086021423339844,31.237203359251417,30.9420374502625,30.999632137999786,255400,Equity
2010-03-10,31.424379348754883,31.546763925221942,30.978028814395504,31.086017467026277,328500,Equity
2010-03-11,31.330799102783203,31.381193090667516,31.09322509167171,31.381193090667516,312600,Equity
2010-03-12,31.179611206054688,31.46037844120273,31.01403059933317,31.46037844120273,346900,Equity
2010-03-15,31.078819274902344,31.186807936275596,30.855646735920708,31.078819274902344,190700,Equity
2010-03-16,31.179611206054688,31.23000518434968,30.906041933691995,31.1292172277597,359800,Equity
2010-03-17,31.33800506591797,31.45319174566425,31.050039739685808,31.208419707920022,414100,Equity
2010-03-18,31.48918342590332,31.58997140695007,31.258807366882372,31.258807366882372,433100,Equity
2010-03-19,30.87005615234375,31.690761476398716,30.798062770947098,30.87005615234375,492300,Equity
2010-03-22,30.9780330657959,31.04282571701335,30.639673883896666,30.654072555974533,338100,Equity
2010-03-23,31.230003356933594,31.32359059899614,30.841247478892328,30.97083277157275,391400,Equity
2010-03-24,30.906028747558594,31.129203946408047,30.74044821148242,31.122003240429052,259600,Equity
2010-03-25,30.67566680908203,31.14361125708164,30.639671504815244,31.050024015241128,208700,Equity
2010-03-26,30.81243896484375,30.992418167613007,30.675655759394406,30.79084233931614,312300,Equity
2010-03-29,30.9996337890625,31.20840767756494,30.783656444810443,30.949239807741293,259300,Equity
2010-03-30,31.38118553161621,31.48917419179409,30.978030979386602,30.978030979386602,290800,Equity
2010-03-31,31.201204299926758,31.496370173415574,31.05722034416661,31.345188255686907,268200,Equity
2010-04-01,31.43878936767578,31.589974098393252,31.17242071703402,31.431591402530543,145000,Equity
2010-04-05,31.978723526000977,32.06511557493155,31.409990975006657,31.5395763021361,210600,Equity
2010-04-06,32.01471710205078,32.086707719809816,31.813138429046617,31.8995304658767,197300,Equity
2010-04-07,32.07950210571289,32.1082966981895,31.805932880194813,31.93551815826836,396100,Equity
2010-04-08,32.09391784667969,32.13711113150293,31.625970455137814,31.928334433967823,185300,Equity
2010-04-09,32.324283599853516,32.33148156354569,31.94992632373809,32.11550695131999,247100,Equity
2010-04-12,32.51144790649414,32.5618418710521,32.25947808370433,32.360266012820254,280200,Equity
2010-04-13,32.61225128173828,32.66984598066313,32.23789397752592,32.540260654348614,206000,Equity
2010-04-14,32.806636810302734,32.82103548834282,32.48987413222194,32.749044844409426,181100,Equity
2010-04-15,32.705841064453125,32.87142170329854,32.47546776290591,32.66984575101132,178800,Equity
2010-04-16,32.35307312011719,32.97940296735805,32.10110323646794,32.61944442142155,326600,Equity
2010-04-19,32.25227737426758,32.32427071382021,31.92111625112077,32.20188340971329,364500,Equity
2010-04-20,34.98076629638672,35.275932149419,33.48333765428565,34.46242519008014,1184900,Equity
2010-04-21,34.85837173461914,35.22553085734653,34.786381149827186,35.07434898152455,492400,Equity
2010-04-22,35.535118103027344,35.54231606761651,34.275262837400454,34.57042881835381,373900,Equity
2010-04-23,35.43434143066406,35.715108825784334,34.90880196739095,35.57832273853376,466200,Equity
2010-04-26,35.18233108520508,35.981439123504806,35.153536502135545,35.56388883321954,377400,Equity
2010-04-27,34.51282501220703,35.18234813930926,34.40483909425669,34.9591755944524,487100,Equity
2010-04-28,34.88718032836914,35.15355161986459,34.59201444142109,34.73599840374675,369300,Equity
2010-04-29,35.664695739746094,35.700691047457624,35.00957125283887,35.13915655761313,343400,Equity
2010-04-30,34.685611724853516,35.94546685424365,34.635217739379215,35.65030090520861,415700,Equity
2010-05-03,35.1031608581543,35.182352188190926,34.700008990718544,34.80079695757748,322900,Equity
2010-05-04,34.00888442993164,34.61361489342585,33.87929913444961,34.61361489342585,516400,Equity
2010-05-05,33.33936309814453,33.98728686387106,33.23857239362779,33.66332360787485,694000,Equity
2010-05-06,32.108299255371094,33.735313322422485,30.380499987226738,33.23856880149019,1041200,Equity
2010-05-07,31.316389083862305,32.25948132998588,31.06441923571669,31.90672079631664,634300,Equity
2010-05-10,33.483333587646484,33.483333587646484,32.56904154744884,32.78501606675746,429200,Equity
2010-05-11,33.504940032958984,33.93688916273623,32.92180623612067,33.14498150938942,382000,Equity
